Section,Category,Item_Description,Status_Value,Owner,Links
Deployed Items,Yes https,"Conceirge Service
yes",,,
Deployed Items,Yes https,Yes,,,
Deployed Items,Yes https,"Microdashboard counts
yes",,,
Deployed Items,Yes https,Yes,,,
Deployed Items,Yes https,"Share project and show in mc1
yes",,,
Deployed Items,Yes https,Yes,,,
Deployed Items,Yes https,"Create Contact from crm
yes
yes
69257b01d251372bf58771ba",,,
Deployed Items,Yes https,"Invite Contact from crm
yes
yes",,,
Deployed Items,Yes https,"Create Task
yes
yes",,,
Deployed Items,Yes https,"FAB icons - for all
yes
yes",,,
Deployed Items,Yes https,"FAB - icon actions - Take a note/Activity/Task
yes
yes",,,
Deployed Items,Yes https,"Light mode - dark mode
yes
yes",,,
Deployed Items,Yes https,"Saved Views
yes
yes",,,
