Section,Category,Item_Description,Status_Value,Owner,Links
Deployed Items,Role based type selection,Sales can create Sales accounts,,,
Deployed Items,Role based type selection,Admin can create any account,,,
Deployed Items,Role based type selection,Allow edit of general section except name for Regular sales users. Drive name edit based on seprate permission not the seciton permission,,,
Deployed Items,31st Mar Items,Bulk update for QC inspector(BE also pushed),,@Umamahesh,
Deployed Items,31st Mar Items,"Offer email, controlling on UI for send email and send bcc",Verified,,
Deployed Items,31st Mar Items,"Renamed
invoicePreference
to
customerInfo",,,
Deployed Items,31st Mar Items,in AccountInvoicingIntegration for consistent field naming.,,@Harika Guntamukkala,
Deployed Items,31st Mar Items,"Added
minQty
and
maxQty",,,
Deployed Items,31st Mar Items,fields in SourcingRequestCreateFields for quantity input.,,@Deepti Vaidyula,
Deployed Items,31st Mar Items,"Once lines in a Sales Order (SO) are unlocked, all approvals should be removed.",,@Deepti Vaidyula,
Deployed Items,31st Mar Items,Create - SO,,@Deepti Vaidyula,
Deployed Items,31st Mar Items,"For address, show full address in dropdwon not location name as location name does not have much relavance and cannot be used for selection.",,,
Deployed Items,31st Mar Items,(P0) - Fixed,Verified,,
Deployed Items,31st Mar Items,Currency should default to currency from account,,,
Deployed Items,31st Mar Items,Fixed,Verified,,
Deployed Items,31st Mar Items,"Create RFQ - quote details - Fixed, need to check if  - rfqAndQuoteItems[0].quoteItem.expiration",,,
Deployed Items,31st Mar Items,is the correct field for expiration field (according to API contract),Verified,@Harika Guntamukkala,
Deployed Items,31st Mar Items,Not seeing qty field under quote details of RFQ,,,
Deployed Items,31st Mar Items,Expires should be date similar to create quote in RFQ,,,
Deployed Items,31st Mar Items,RFQ → RFQ Lines,,,
Deployed Items,31st Mar Items,Fixed,Verified,@Harika Guntamukkala,
Deployed Items,31st Mar Items,Column selector option should be there,,,
Deployed Items,31st Mar Items,Change the default RFQ Line column sequence to that of what we see in the main RFQ list view,,,
Deployed Items,31st Mar Items,Record an Offer,,@Deepti Vaidyula,
Deployed Items,31st Mar Items,Issue,,,
Deployed Items,31st Mar Items,Description,,,
Deployed Items,31st Mar Items,ExpiresOn,,,
Deployed Items,31st Mar Items,Not carried forward from RFQ,Verified,,
Deployed Items,31st Mar Items,Min Order Qty,,,
Deployed Items,31st Mar Items,Not carried forward from RFQ,Verified,,
Deployed Items,31st Mar Items,Country of Origin,,,
Deployed Items,31st Mar Items,Not carried forward from Request offer - This field is neither in RFQ nor in SR,,,
Deployed Items,31st Mar Items,Lead Time,,,
Deployed Items,31st Mar Items,Not carried forward from Request offer,Verified,,
Deployed Items,31st Mar Items,Request an Offer,,@Deepti Vaidyula,
Deployed Items,31st Mar Items,Issue,,,
Deployed Items,31st Mar Items,Description,,,
Deployed Items,31st Mar Items,Lead Time,,,
Deployed Items,31st Mar Items,Not carried forward from RFQ,Verified,,
Deployed Items,31st Mar Items,Label Preferences,,,
Deployed Items,31st Mar Items,Only single value displayed instead of multiple selections,Verified,,
