Section,Category,Item_Description,Status_Value,Owner,Links
Deployed Items,CHP-2253,"Search
yes
yes",,,
Deployed Items,CHP-2253,"Page Navigations
yes
yes",,,
Deployed Items,CHP-2253,"Edit Project
yes
yes",,,
Deployed Items,CHP-2253,"Notification Emails
yes
yes (quote, so)",,,
Deployed Items,CHP-2253,"Download excess and Bom Template, fill and upload.
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,Feature/Flow,,,
Deployed Items,## CRM SANITY TESTS,Stage,,,
Deployed Items,## CRM SANITY TESTS,Production,,,
Deployed Items,## CRM SANITY TESTS,Remarks,,,
Deployed Items,## CRM SANITY TESTS,"Create BOM in MC1, check in xcrm and new crm
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Create RFQ in MC1, check in xcrm and crm
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Upload BOM from CRM
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Page Navigations
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Deep links for Accounts, RFQs, Quotes and Orders
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Edit Project
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Global Search
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Filters
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Sorting of tables
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Page Search
yes
yes",,,
Deployed Items,## CRM SANITY TESTS,"Download excess and Bom Template, fill and upload.
yes
yes",,,
