Section,Category,Item_Description,Status_Value,Owner,Links
Deployed Items,fix,Move dial-code array sorting from per-keystroke to module-level constant,,,
Deployed Items,Table,"Add actions related to selected rows to table footer - Common component (
) - not part of current release",,,
Deployed Items,Update,"Added Invoice Line details page (
)",,,
Deployed Items,Update,"Added InvoiceLine Details Page
only 1 sub tab called Details (With Invoice Islands and 1 new island (OrderLine Details))",,,
Deployed Items,Invoice Inbound sync,Allocation quantity,verified,,
Deployed Items,Invoice Inbound sync,"Quote attributes sync (Dual Use (both), Payment Terms)",verified,,
Deployed Items,Invoice Inbound sync,Excess in part sourcing fix (affected in stage only),,,
Deployed Items,Fix,Fixed the mapping of orderlineId and orderId on InvoiceLine's list (,,,
Deployed Items,Fix,),Verified(IB issue fix is in progress,,
Deployed Items,Fix,Invoice OB sync,,,
Deployed Items,Fix,"Dev-Only
mock localStorage/sessionStorage in vitest setup for Zustand persist (dev-only) (
)",,,
Deployed Items,fix,Add localStorage and sessionStorage mocks to vitest setup to support Zustand persist middleware,,,
Deployed Items,Fixes TypeError,Cannot read properties of undefined in tests using column reordering or any persist-enabled Zustand store,,,
Deployed Items,Fixes TypeError,"Unblocks 7 pre-existing test failures in AccountListTable column reordering tests
changed the usage of stockLineRef (
)
refactored code to use correct id while navigating on Invoice line and using correct orderNumber to display on UI (
)
## ISSUES REPORTED ON STAGE:",,,
Deployed Items,Campaigns,"After the campaing goal is created from 'Create Campaign' modal, the window is not auto-closing",,,
Deployed Items,Campaigns,"Campaign goal is displayed as mongo-id in
'General Details' expanded view
'Campaign Details' hero
list view",,,
Deployed Items,Campaigns,Campaign goal needs support in dark mode in the list view,,,
Deployed Items,Invoice,"I can see additional cost in the edit modal but not in the details section.
shipQty for stockline and SO:",,,https://crm.stage.chip1.info/sales/invoices/6a032b8148ce58195a2d8332/line/6a032b8148ce58195a2d8331
Deployed Items,Invoice,Looks good from stock line. I think for SO it's not updating shipped qty (Check the 'S'),,,
Deployed Items,Invoice,XchangecrmWelcome to xChangeCRM﻿,,,
Deployed Items,Invoice,"XchangecrmWelcome to xChangeCRM﻿
(check US26PO-294672.01)",,,
Deployed Items,Feat,Added added tabs on the Shipments UI (,,,
Deployed Items,Feat,),Verified (Outbound list view data is empty),,
Deployed Items,Feat,Invoice OB Sync,,,
Deployed Items,Feat,"Invoice OB sync got failed, seeing error in logs
d12af26a-9e3d-48ce-8804-671e90db6901",,,"https://grafana.altir.net/explore?schemaVersion=1&panes=%7B%22fep%22:%7B%22datasource%22:%22P8E80F9…, https://crm.stage.chip1.info/sales/invoices/6a033791bac7c10549694ce5/invoiceLines"
Deployed Items,Fix,Fixed the mapping of orderlineId and orderId on InvoiceLine's list (,,,
Deployed Items,Fix,")
## ISSUES ON PROD",Verified(IB issue fix is in progress),,
Deployed Items,Fix,"Couldn't check campaign create changes as campaign goals are not loading (
). Campaign backend related changes are not yet deployed to production.
'Requirement Source' field is empty for IB on prod. Where as on stage issue was found on both IB and OB flows.",,,
